antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
frozenset({'Hazelnut'}),frozenset({'Bread'}),0.4202586206896552,0.4073275862068966,0.1875,0.4461538461538461,1.0953194953194951,1.0,0.016317070451843024,1.070102969348659,0.15010896038969346,0.2929292929292929,0.06551048951048942,0.4532356532356532
frozenset({'Bread'}),frozenset({'Hazelnut'}),0.4073275862068966,0.4202586206896552,0.1875,0.4603174603174603,1.0953194953194951,1.0,0.016317070451843024,1.0742266734279915,0.14683385579937286,0.2929292929292929,0.06909777541747796,0.4532356532356532
frozenset({'Bread'}),frozenset({'Cheese'}),0.4073275862068966,0.44396551724137934,0.21551724137931033,0.5291005291005291,1.1917604150613859,1.0,0.03467783888228296,1.1807923285548236,0.2714909090909088,0.3389830508474576,0.15311102908002122,0.5072687111522063
frozenset({'Cheese'}),frozenset({'Bread'}),0.44396551724137934,0.4073275862068966,0.21551724137931033,0.48543689320388345,1.1917604150613859,1.0,0.03467783888228296,1.1517973324658426,0.28937984496124003,0.3389830508474576,0.13179170344218877,0.5072687111522063
frozenset({'Bread'}),frozenset({'Meat'}),0.4073275862068966,0.3879310344827586,0.17025862068965517,0.41798941798941797,1.0774838330393885,1.0,0.012243608799048733,1.0516457680250781,0.12133486766398141,0.2724137931034482,0.049109471644682885,0.4284391534391534
frozenset({'Meat'}),frozenset({'Bread'}),0.3879310344827586,0.4073275862068966,0.17025862068965517,0.4388888888888889,1.0774838330393885,1.0,0.012243608799048733,1.056247866165927,0.11748974861829187,0.2724137931034482,0.053252525252525204,0.4284391534391534
frozenset({'Bread'}),frozenset({'Carrot'}),0.4073275862068966,0.41379310344827586,0.1939655172413793,0.47619047619047616,1.1507936507936507,1.0,0.025416171224732442,1.1191222570532915,0.22109090909090895,0.30927835051546393,0.10644257703081228,0.4724702380952381
frozenset({'Carrot'}),frozenset({'Bread'}),0.41379310344827586,0.4073275862068966,0.1939655172413793,0.46875,1.1507936507936507,1.0,0.025416171224732442,1.1156186612576064,0.22352941176470567,0.30927835051546393,0.1036363636363636,0.4724702380952381
frozenset({'Bread'}),frozenset({'Cucumber'}),0.4073275862068966,0.38146551724137934,0.16379310344827586,0.4021164021164021,1.0541356530057093,1.0,0.008411675089179532,1.0345399755874274,0.08665071770334912,0.26206896551724135,0.03338679645299847,0.4157474665949242
frozenset({'Cucumber'}),frozenset({'Bread'}),0.38146551724137934,0.4073275862068966,0.16379310344827586,0.42937853107344626,1.0541356530057093,1.0,0.008411675089179532,1.0386437350631612,0.08302769117916728,0.26206896551724135,0.03720595788392383,0.4157474665949242
frozenset({'Onion'}),frozenset({'Bread'}),0.3793103448275862,0.4073275862068966,0.16594827586206898,0.43750000000000006,1.0740740740740742,1.0,0.01144470868014269,1.053639846743295,0.11111111111111113,0.2673611111111111,0.050909090909090966,0.4224537037037037
frozenset({'Bread'}),frozenset({'Onion'}),0.4073275862068966,0.3793103448275862,0.16594827586206898,0.40740740740740744,1.0740740740740742,1.0,0.01144470868014269,1.0474137931034484,0.11636363636363639,0.2673611111111111,0.04526748971193424,0.4224537037037037
frozenset({'Bread'}),frozenset({'Milk'}),0.4073275862068966,0.3706896551724138,0.17672413793103448,0.43386243386243384,1.1704195890242401,1.0,0.025732015457788332,1.1115855623590074,0.2456762749445675,0.29390681003584224,0.10038414148003183,0.4553033099544727
frozenset({'Milk'}),frozenset({'Bread'}),0.3706896551724138,0.4073275862068966,0.17672413793103448,0.4767441860465116,1.17041958902424,1.0,0.025732015457788332,1.132662835249042,0.23137320414300022,0.29390681003584224,0.1171247357293868,0.4553033099544727
frozenset({'Bread'}),frozenset({'Butter'}),0.4073275862068966,0.375,0.1961206896551724,0.48148148148148145,1.2839506172839505,1.0,0.04337284482758619,1.2053571428571426,0.37314685314685303,0.3345588235294117,0.17037037037037034,0.5022349936143039
frozenset({'Butter'}),frozenset({'Bread'}),0.375,0.4073275862068966,0.1961206896551724,0.5229885057471264,1.2839506172839505,1.0,0.04337284482758619,1.2424698795180722,0.3538461538461537,0.3345588235294117,0.19515151515151508,0.5022349936143039
frozenset({'Bread'}),frozenset({'ShavingFoam'}),0.4073275862068966,0.4051724137931034,0.1853448275862069,0.455026455026455,1.123044016661038,1.0,0.02030692627824021,1.0914797455641112,0.1848625792811841,0.29553264604810997,0.08381259105896786,0.4562366317685467
frozenset({'ShavingFoam'}),frozenset({'Bread'}),0.4051724137931034,0.4073275862068966,0.1853448275862069,0.45744680851063835,1.123044016661038,1.0,0.02030692627824021,1.0923766058147397,0.18419278732726677,0.29553264604810997,0.08456479690522249,0.4562366317685467
frozenset({'Bread'}),frozenset({'Salt'}),0.4073275862068966,0.39870689655172414,0.20689655172413793,0.5079365079365079,1.273959673959674,1.0,0.044492233947681314,1.2219827586206895,0.362840909090909,0.34532374100719415,0.18165784832451495,0.5134277134277134
frozenset({'Salt'}),frozenset({'Bread'}),0.39870689655172414,0.4073275862068966,0.20689655172413793,0.518918918918919,1.273959673959674,1.0,0.044492233947681314,1.2319595118171252,0.3576388888888888,0.34532374100719415,0.1882850122850123,0.5134277134277134
frozenset({'Bread'}),frozenset({'Flour'}),0.4073275862068966,0.3857758620689655,0.1724137931034483,0.4232804232804233,1.0972185273861252,1.0,0.01527664239001189,1.0650308446694083,0.1495,0.2777777777777778,0.061060057551285664,0.43510389879104966
frozenset({'Flour'}),frozenset({'Bread'}),0.3857758620689655,0.4073275862068966,0.1724137931034483,0.446927374301676,1.0972185273861252,1.0,0.01527664239001189,1.0715996168582373,0.14425438596491227,0.2777777777777778,0.06681564245810057,0.43510389879104966
frozenset({'Bread'}),frozenset({'HeavyCream'}),0.4073275862068966,0.41594827586206895,0.1875,0.4603174603174603,1.106669956410889,1.0,0.018072792806183124,1.0822134888438133,0.1626332288401255,0.29491525423728815,0.0759679025361682,0.45554733119499957
frozenset({'HeavyCream'}),frozenset({'Bread'}),0.41594827586206895,0.4073275862068966,0.1875,0.45077720207253885,1.106669956410889,1.0,0.018072792806183124,1.0791110930383865,0.16503371930271035,0.29491525423728815,0.07331135186057461,0.45554733119499957
frozenset({'Bread'}),frozenset({'Egg'}),0.4073275862068966,0.40301724137931033,0.1853448275862069,0.455026455026455,1.129049599637835,1.0,0.02118478745541022,1.0954343823234014,0.19285412262156443,0.29655172413793107,0.08712012683131813,0.45745975157739865
frozenset({'Egg'}),frozenset({'Bread'}),0.40301724137931033,0.4073275862068966,0.1853448275862069,0.4598930481283423,1.129049599637835,1.0,0.02118478745541022,1.0973241720723796,0.19146167408278056,0.29655172413793107,0.08869227029654844,0.45745975157739865
frozenset({'Bread'}),frozenset({'Olive'}),0.4073275862068966,0.38146551724137934,0.17025862068965517,0.41798941798941797,1.0957462708875136,1.0,0.014877192330558842,1.062754702194357,0.14743383199079385,0.2752613240418118,0.05904909389229939,0.43215855080261856
frozenset({'Olive'}),frozenset({'Bread'}),0.38146551724137934,0.4073275862068966,0.17025862068965517,0.44632768361581915,1.0957462708875136,1.0,0.014877192330558842,1.070438951442646,0.14126935121069098,0.2752613240418118,0.06580380071905481,0.43215855080261856
frozenset({'Bread'}),frozenset({'Shampoo'}),0.4073275862068966,0.36637931034482757,0.1724137931034483,0.4232804232804233,1.155306567071273,1.0,0.023177392984542217,1.0986633976589686,0.22681818181818186,0.2867383512544803,0.08980311701400145,0.4469343292872705
frozenset({'Shampoo'}),frozenset({'Bread'}),0.36637931034482757,0.4073275862068966,0.1724137931034483,0.4705882352941177,1.155306567071273,1.0,0.023177392984542217,1.1194923371647512,0.21215986394557826,0.2867383512544803,0.10673796791443856,0.4469343292872705
frozenset({'Bread'}),frozenset({'Sugar'}),0.4073275862068966,0.36637931034482757,0.17456896551724138,0.42857142857142855,1.169747899159664,1.0,0.02533256539833531,1.1088362068965518,0.24484848484848482,0.2913669064748201,0.09815354713313897,0.45252100840336135
frozenset({'Sugar'}),frozenset({'Bread'}),0.36637931034482757,0.4073275862068966,0.17456896551724138,0.47647058823529415,1.169747899159664,1.0,0.02533256539833531,1.132070902750872,0.22902494331065756,0.2913669064748201,0.11666310160427809,0.45252100840336135
frozenset({'Bacon'}),frozenset({'Honey'}),0.43103448275862066,0.41594827586206895,0.2025862068965517,0.47000000000000003,1.1299481865284975,1.0,0.023298156956004762,1.1019843851659077,0.20212765957446813,0.31438127090301005,0.09254612546125468,0.4785233160621762
frozenset({'Honey'}),frozenset({'Bacon'}),0.41594827586206895,0.43103448275862066,0.2025862068965517,0.48704663212435234,1.1299481865284975,1.0,0.023298156956004762,1.1091954022988506,0.19690664991756307,0.31438127090301005,0.09844559585492234,0.4785233160621762
frozenset({'Toothpaste'}),frozenset({'Honey'}),0.38362068965517243,0.41594827586206895,0.1810344827586207,0.47191011235955055,1.1345403737556035,1.0,0.02146811831153389,1.105970286133529,0.1923909423909424,0.29268292682926833,0.09581657614328952,0.4535716364906561
frozenset({'Honey'}),frozenset({'Toothpaste'}),0.41594827586206895,0.38362068965517243,0.1810344827586207,0.43523316062176165,1.1345403737556035,1.0,0.02146811831153389,1.0913872192344196,0.20303988754173258,0.29268292682926833,0.08373491793180908,0.4535716364906561
frozenset({'Banana'}),frozenset({'Honey'}),0.4482758620689655,0.41594827586206895,0.21336206896551724,0.47596153846153844,1.1442805898764448,1.0,0.0269024970273484,1.1145207212907307,0.22853535353535356,0.32781456953642385,0.10275333522565992,0.4944574531685931
frozenset({'Honey'}),frozenset({'Banana'}),0.41594827586206895,0.4482758620689655,0.21336206896551724,0.5129533678756477,1.144280589876445,1.0,0.0269024970273484,1.132795304475422,0.2158857952215886,0.32781456953642385,0.11722797927461147,0.4944574531685931
frozenset({'Apple'}),frozenset({'Honey'}),0.4051724137931034,0.41594827586206895,0.1875,0.46276595744680854,1.1125564987322236,1.0,0.018969233055885854,1.0871457835438718,0.17008162585373982,0.29591836734693877,0.08016016330376077,0.4567715797596737
frozenset({'Honey'}),frozenset({'Apple'}),0.41594827586206895,0.4051724137931034,0.1875,0.45077720207253885,1.1125564987322236,1.0,0.018969233055885854,1.083035133376708,0.1732196632311151,0.29591836734693877,0.07666891942629724,0.4567715797596737
frozenset({'Hazelnut'}),frozenset({'Honey'}),0.4202586206896552,0.41594827586206895,0.19181034482758622,0.4564102564102564,1.0972764713697356,1.0,0.01700449613555291,1.0744347755367598,0.15291758907313813,0.29765886287625415,0.06927807739615859,0.4587750763916567
frozenset({'Honey'}),frozenset({'Hazelnut'}),0.41594827586206895,0.4202586206896552,0.19181034482758622,0.461139896373057,1.0972764713697356,1.0,0.01700449613555291,1.0758662135278514,0.1517890459803474,0.29765886287625415,0.07051640117880466,0.4587750763916567
frozenset({'Cheese'}),frozenset({'Honey'}),0.44396551724137934,0.41594827586206895,0.21767241379310345,0.49029126213592233,1.1787313245133055,1.0,0.03300572235434007,1.1458538587848932,0.27269936295955177,0.3389261744966443,0.12728836026224344,0.5068036621560441
frozenset({'Honey'}),frozenset({'Cheese'}),0.41594827586206895,0.44396551724137934,0.21767241379310345,0.5233160621761659,1.1787313245133055,1.0,0.03300572235434007,1.166463643178411,0.2596178437031895,0.3389261744966443,0.1427079567819417,0.5068036621560441
frozenset({'Meat'}),frozenset({'Honey'}),0.3879310344827586,0.41594827586206895,0.2025862068965517,0.5222222222222221,1.2554979850316637,1.0,0.041226961950059454,1.2224338412189253,0.3324842673059635,0.3369175627240143,0.18195981959819588,0.5046344271732872
frozenset({'Honey'}),frozenset({'Meat'}),0.41594827586206895,0.3879310344827586,0.2025862068965517,0.48704663212435234,1.2554979850316639,1.0,0.041226961950059454,1.1932253570184603,0.34843369710292854,0.3369175627240143,0.16193534262570244,0.5046344271732872
frozenset({'Carrot'}),frozenset({'Honey'}),0.41379310344827586,0.41594827586206895,0.20474137931034483,0.4947916666666667,1.1895509499136443,1.0,0.032624851367419744,1.1560611446853895,0.2718266253869969,0.32758620689655177,0.13499384993849944,0.49350982297063906
frozenset({'Honey'}),frozenset({'Carrot'}),0.41594827586206895,0.41379310344827586,0.20474137931034483,0.4922279792746114,1.1895509499136443,1.0,0.032624851367419744,1.1544686840253344,0.27282967566517774,0.32758620689655177,0.13380067052727831,0.49350982297063906
frozenset({'Cucumber'}),frozenset({'Honey'}),0.38146551724137934,0.41594827586206895,0.16594827586206898,0.4350282485875706,1.0458710225110506,1.0,0.007278351664684907,1.033771551724138,0.07090818589076436,0.2627986348122867,0.032668292784622764,0.4169959895787594
frozenset({'Honey'}),frozenset({'Cucumber'}),0.41594827586206895,0.38146551724137934,0.16594827586206898,0.3989637305699482,1.0458710225110506,1.0,0.007278351664684907,1.0291134066587397,0.07509464705036668,0.2627986348122867,0.028289794370926692,0.4169959895787594
frozenset({'Onion'}),frozenset({'Honey'}),0.3793103448275862,0.41594827586206895,0.17672413793103448,0.46590909090909094,1.1201130475741876,1.0,0.01895065398335316,1.0935436537050625,0.1727642276422765,0.2857142857142857,0.08554176450855425,0.44538977861516726
frozenset({'Honey'}),frozenset({'Onion'}),0.41594827586206895,0.3793103448275862,0.17672413793103448,0.42487046632124353,1.1201130475741876,1.0,0.01895065398335316,1.0792171481826653,0.18360183601836028,0.2857142857142857,0.0734024179620035,0.44538977861516726
frozenset({'Milk'}),frozenset({'Honey'}),0.3706896551724138,0.41594827586206895,0.17456896551724138,0.47093023255813954,1.1321846005542837,1.0,0.020381242568370983,1.1039219401288367,0.1855234229663453,0.2852112676056338,0.09413884836522787,0.44530967586456205
frozenset({'Honey'}),frozenset({'Milk'}),0.41594827586206895,0.3706896551724138,0.17456896551724138,0.4196891191709845,1.1321846005542837,1.0,0.020381242568370983,1.08443657635468,0.1998997767755455,0.2852112676056338,0.07786216197033151,0.44530967586456205
frozenset({'Butter'}),frozenset({'Honey'}),0.375,0.41594827586206895,0.1853448275862069,0.4942528735632184,1.1882556131260795,1.0,0.02936422413793105,1.1548295454545454,0.2534883720930234,0.30604982206405695,0.13407134071340718,0.4699243642427491
frozenset({'Honey'}),frozenset({'Butter'}),0.41594827586206895,0.375,0.1853448275862069,0.4455958549222798,1.1882556131260795,1.0,0.02936422413793105,1.127336448598131,0.2712606195829401,0.30604982206405695,0.11295336787564772,0.4699243642427491
frozenset({'ShavingFoam'}),frozenset({'Honey'}),0.4051724137931034,0.41594827586206895,0.1875,0.46276595744680854,1.1125564987322236,1.0,0.018969233055885854,1.0871457835438718,0.17008162585373982,0.29591836734693877,0.08016016330376077,0.4567715797596737
frozenset({'Honey'}),frozenset({'ShavingFoam'}),0.41594827586206895,0.4051724137931034,0.1875,0.45077720207253885,1.1125564987322236,1.0,0.018969233055885854,1.083035133376708,0.1732196632311151,0.29591836734693877,0.07666891942629724,0.4567715797596737
frozenset({'Salt'}),frozenset({'Honey'}),0.39870689655172414,0.41594827586206895,0.16810344827586207,0.42162162162162165,1.0136395462820333,1.0,0.0022620020808561403,1.0098090557524977,0.022378457862328994,0.26,0.009713772813403876,0.41288334967091445
frozenset({'Honey'}),frozenset({'Salt'}),0.41594827586206895,0.39870689655172414,0.16810344827586207,0.4041450777202073,1.0136395462820333,1.0,0.0022620020808561403,1.0091266866566717,0.023039076544611767,0.26,0.00904414359202934,0.41288334967091445
frozenset({'Flour'}),frozenset({'Honey'}),0.3857758620689655,0.41594827586206895,0.16810344827586207,0.43575418994413406,1.047616290850146,1.0,0.0076406435790725424,1.0351015705018778,0.07399910031488989,0.2653061224489796,0.03391123296707827,0.41994963383217065
frozenset({'Honey'}),frozenset({'Flour'}),0.41594827586206895,0.3857758620689655,0.16810344827586207,0.4041450777202073,1.0476162908501463,1.0,0.0076406435790725424,1.0308283358320842,0.0778219320654746,0.2653061224489796,0.029906372147986613,0.41994963383217065
frozenset({'HeavyCream'}),frozenset({'Honey'}),0.41594827586206895,0.41594827586206895,0.20474137931034483,0.4922279792746114,1.1833874734892214,1.0,0.031728411117717015,1.1502243138634765,0.2653330743833755,0.3264604810996564,0.1306043630384491,0.4922279792746114
frozenset({'Honey'}),frozenset({'HeavyCream'}),0.41594827586206895,0.41594827586206895,0.20474137931034483,0.4922279792746114,1.1833874734892214,1.0,0.031728411117717015,1.1502243138634765,0.2653330743833755,0.3264604810996564,0.1306043630384491,0.4922279792746114
frozenset({'Egg'}),frozenset({'Honey'}),0.40301724137931033,0.41594827586206895,0.20905172413793102,0.5187165775401069,1.2470699066249202,1.0,0.04141739744351963,1.21352969348659,0.3318694406193011,0.3427561837455831,0.17595753497641925,0.5106536255576182
frozenset({'Honey'}),frozenset({'Egg'}),0.41594827586206895,0.40301724137931033,0.20905172413793102,0.5025906735751295,1.2470699066249205,1.0,0.04141739744351963,1.2001840876436782,0.3392171035112414,0.3427561837455831,0.166794485699856,0.5106536255576182
frozenset({'Olive'}),frozenset({'Honey'}),0.38146551724137934,0.41594827586206895,0.15948275862068967,0.4180790960451978,1.0051228008547761,1.0,0.0008128344233055973,1.0036617007030466,0.008239947264337596,0.25,0.003648341568161527,0.4007493925821844
frozenset({'Honey'}),frozenset({'Olive'}),0.41594827586206895,0.38146551724137934,0.15948275862068967,0.383419689119171,1.005122800854776,1.0,0.0008128344233055973,1.0031693711967546,0.008726438615737601,0.25,0.003159358018450656,0.4007493925821844
frozenset({'Shampoo'}),frozenset({'Honey'}),0.36637931034482757,0.41594827586206895,0.1875,0.511764705882353,1.2303565985979887,1.0,0.03510515755053509,1.1962505193186541,0.29548831026663547,0.31521739130434784,0.16405469937052325,0.4812709539774459
frozenset({'Honey'}),frozenset({'Shampoo'}),0.41594827586206895,0.36637931034482757,0.1875,0.45077720207253885,1.2303565985979885,1.0,0.03510515755053509,1.1536678594664933,0.3205666539424016,0.31521739130434784,0.13319939374713619,0.4812709539774459
frozenset({'Sugar'}),frozenset({'Honey'}),0.36637931034482757,0.41594827586206895,0.1724137931034483,0.4705882352941177,1.1313623895153917,1.0,0.020018950653983375,1.1032088122605366,0.18324829931972808,0.2826855123674912,0.09355328847406132,0.44254800365742153
frozenset({'Honey'}),frozenset({'Sugar'}),0.41594827586206895,0.36637931034482757,0.1724137931034483,0.4145077720207254,1.1313623895153917,1.0,0.020018950653983375,1.0822017088800733,0.19880073800738027,0.2826855123674912,0.07595784427760749,0.44254800365742153
frozenset({'Toothpaste'}),frozenset({'Bacon'}),0.38362068965517243,0.43103448275862066,0.17456896551724138,0.4550561797752809,1.0557303370786517,1.0,0.009215219976218797,1.0440810522573765,0.08564275230941906,0.2727272727272727,0.04221995233231193,0.43002808988764046
frozenset({'Bacon'}),frozenset({'Toothpaste'}),0.43103448275862066,0.38362068965517243,0.17456896551724138,0.405,1.0557303370786517,1.0,0.009215219976218797,1.0359316140249204,0.09277964833520398,0.2727272727272727,0.034685314685314696,0.43002808988764046
frozenset({'Banana'}),frozenset({'Bacon'}),0.4482758620689655,0.43103448275862066,0.2413793103448276,0.5384615384615384,1.2492307692307691,1.0,0.04815695600475625,1.2327586206896552,0.3616071428571429,0.37837837837837845,0.1888111888111888,0.5492307692307692
frozenset({'Bacon'}),frozenset({'Banana'}),0.43103448275862066,0.4482758620689655,0.2413793103448276,0.56,1.2492307692307694,1.0,0.04815695600475625,1.2539184952978057,0.3506493506493507,0.37837837837837845,0.2025000000000001,0.5492307692307692
frozenset({'Apple'}),frozenset({'Bacon'}),0.4051724137931034,0.43103448275862066,0.1875,0.46276595744680854,1.0736170212765959,1.0,0.012856718192627847,1.0590645271423695,0.11527569548559075,0.28903654485049834,0.05577047066408778,0.4488829787234043
frozenset({'Bacon'}),frozenset({'Apple'}),0.43103448275862066,0.4051724137931034,0.1875,0.43500000000000005,1.0736170212765959,1.0,0.012856718192627847,1.0527921879768083,0.12051549982584488,0.28903654485049834,0.05014492753623201,0.4488829787234043
frozenset({'Hazelnut'}),frozenset({'Bacon'}),0.4202586206896552,0.43103448275862066,0.22198275862068967,0.5282051282051282,1.2254358974358976,1.0,0.04083680142687279,1.20595952023988,0.317320532717364,0.35273972602739734,0.17078477078477083,0.5216025641025641
frozenset({'Bacon'}),frozenset({'Hazelnut'}),0.43103448275862066,0.4202586206896552,0.22198275862068967,0.515,1.2254358974358974,1.0,0.04083680142687279,1.1953430501244222,0.3233303912915565,0.35273972602739734,0.1634200743494424,0.5216025641025641
frozenset({'Bacon'}),frozenset({'Cheese'}),0.43103448275862066,0.44396551724137934,0.22413793103448276,0.52,1.17126213592233,1.0,0.03277348394768134,1.1584051724137931,0.2569930069930071,0.3443708609271523,0.13674418604651162,0.5124271844660194
frozenset({'Cheese'}),frozenset({'Bacon'}),0.44396551724137934,0.43103448275862066,0.22413793103448276,0.5048543689320388,1.17126213592233,1.0,0.03277348394768134,1.1490872210953347,0.26296958855098396,0.3443708609271523,0.12974404236540163,0.5124271844660194
frozenset({'Meat'}),frozenset({'Bacon'}),0.3879310344827586,0.43103448275862066,0.21551724137931033,0.5555555555555555,1.2888888888888888,1.0,0.04830558858501782,1.2801724137931032,0.3661971830985915,0.35714285714285715,0.21885521885521875,0.5277777777777777
frozenset({'Bacon'}),frozenset({'Meat'}),0.43103448275862066,0.3879310344827586,0.21551724137931033,0.5,1.288888888888889,1.0,0.04830558858501782,1.2241379310344827,0.3939393939393938,0.35714285714285715,0.18309859154929578,0.5277777777777777
frozenset({'Carrot'}),frozenset({'Bacon'}),0.41379310344827586,0.43103448275862066,0.19827586206896552,0.4791666666666667,1.1116666666666668,1.0,0.019916765755053523,1.0924137931034485,0.1713554987212277,0.3066666666666667,0.08459595959595967,0.46958333333333335
frozenset({'Bacon'}),frozenset({'Carrot'}),0.43103448275862066,0.41379310344827586,0.19827586206896552,0.46,1.1116666666666668,1.0,0.019916765755053523,1.0855683269476373,0.17654808959156795,0.3066666666666667,0.07882352941176474,0.46958333333333335
frozenset({'Cucumber'}),frozenset({'Bacon'}),0.38146551724137934,0.43103448275862066,0.18318965517241378,0.48022598870056493,1.1141242937853106,1.0,0.01876486325802615,1.094640179910045,0.16560770649723297,0.2910958904109589,0.08645779832220507,0.45261299435028246
frozenset({'Bacon'}),frozenset({'Cucumber'}),0.43103448275862066,0.38146551724137934,0.18318965517241378,0.425,1.1141242937853106,1.0,0.01876486325802615,1.075712143928036,0.18003565062388582,0.2910958904109589,0.07038327526132399,0.45261299435028246
frozenset({'Onion'}),frozenset({'Bacon'}),0.3793103448275862,0.43103448275862066,0.1875,0.4943181818181818,1.146818181818182,1.0,0.02400416171224734,1.1251452925222785,0.2062579821200512,0.30103806228373703,0.11122589531680446,0.46465909090909097
frozenset({'Bacon'}),frozenset({'Onion'}),0.43103448275862066,0.3793103448275862,0.1875,0.43500000000000005,1.146818181818182,1.0,0.02400416171224734,1.0985657613671043,0.22500870776732862,0.30103806228373703,0.08972222222222234,0.46465909090909097
frozenset({'Milk'}),frozenset({'Bacon'}),0.3706896551724138,0.43103448275862066,0.1875,0.5058139534883721,1.1734883720930234,1.0,0.027719976218787162,1.15131845841785,0.23492363407337433,0.30526315789473685,0.13143058491895707,0.4704069767441861
frozenset({'Bacon'}),frozenset({'Milk'}),0.43103448275862066,0.3706896551724138,0.1875,0.43500000000000005,1.1734883720930234,1.0,0.027719976218787162,1.1138236191638695,0.2598397770811564,0.30526315789473685,0.10219178082191786,0.4704069767441861
frozenset({'Butter'}),frozenset({'Bacon'}),0.375,0.43103448275862066,0.20689655172413793,0.5517241379310345,1.28,1.0,0.045258620689655166,1.2692307692307692,0.3499999999999999,0.34532374100719426,0.21212121212121215,0.5158620689655172
frozenset({'Bacon'}),frozenset({'Butter'}),0.43103448275862066,0.375,0.20689655172413793,0.48000000000000004,1.28,1.0,0.045258620689655166,1.2019230769230769,0.3844696969696969,0.34532374100719426,0.16800000000000007,0.5158620689655172
frozenset({'ShavingFoam'}),frozenset({'Bacon'}),0.4051724137931034,0.43103448275862066,0.21551724137931033,0.5319148936170213,1.2340425531914894,1.0,0.04087395957193818,1.2155172413793103,0.318840579710145,0.34722222222222227,0.17730496453900713,0.5159574468085106
frozenset({'Bacon'}),frozenset({'ShavingFoam'}),0.43103448275862066,0.4051724137931034,0.21551724137931033,0.5,1.2340425531914894,1.0,0.04087395957193818,1.1896551724137931,0.3333333333333334,0.34722222222222227,0.1594202898550725,0.5159574468085106
frozenset({'HeavyCream'}),frozenset({'Bacon'}),0.41594827586206895,0.43103448275862066,0.20043103448275862,0.48186528497409326,1.1179274611398964,1.0,0.021142984542211668,1.098103448275862,0.1806134190374163,0.31,0.08933898571204274,0.47343264248704664
frozenset({'Bacon'}),frozenset({'HeavyCream'}),0.43103448275862066,0.41594827586206895,0.20043103448275862,0.465,1.1179274611398964,1.0,0.021142984542211668,1.0916854656783759,0.18540241120886294,0.31,0.08398523985239859,0.47343264248704664
frozenset({'Egg'}),frozenset({'Bacon'}),0.40301724137931033,0.43103448275862066,0.2025862068965517,0.5026737967914439,1.1662032085561498,1.0,0.02887187871581451,1.1440489432703005,0.2387280129042169,0.3208191126279863,0.12591152163344682,0.4863368983957219
